time,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
18:00:00,2,0,0,1,28.7,32.575,58,7.0015,124,239,363
2:00:00,4,1,0,1,13.12,14.395,57,19.0012,1,10,11
9:00:00,3,0,1,1,26.24,30.305,69,7.0015,29,178,207
2:00:00,3,0,1,3,25.42,29.545,73,7.0015,9,11,20
22:00:00,2,0,0,1,13.12,15.15,61,19.9995,14,41,55
8:00:00,4,0,1,3,13.12,15.15,87,16.9979,4,207,211
6:00:00,4,0,1,2,10.66,12.12,56,19.0012,3,115,118
17:00:00,3,0,0,1,31.16,36.365,66,15.0013,204,172,376
13:00:00,4,0,1,1,28.7,32.575,48,0,117,307,424
21:00:00,1,0,0,1,18.86,22.725,19,22.0028,24,130,154
1:00:00,3,0,1,1,28.7,33.335,74,8.9981,4,11,15
1:00:00,1,0,1,1,11.48,13.635,61,11.0014,1,9,10
20:00:00,1,0,1,1,9.84,9.85,48,36.9974,4,71,75
14:00:00,2,0,0,1,26.24,31.06,53,0,255,327,582
17:00:00,3,0,1,1,29.52,33.335,54,16.9979,61,567,628
20:00:00,1,0,1,1,10.66,11.365,37,31.0009,8,171,179
6:00:00,2,0,1,3,21.32,25,77,7.0015,2,24,26
4:00:00,4,0,1,1,16.4,20.455,82,6.0032,3,4,7
12:00:00,1,0,0,1,14.76,17.425,43,12.998,128,241,369
6:00:00,1,0,0,1,9.02,11.365,87,8.9981,1,4,5
2:00:00,1,0,1,3,11.48,13.635,75,16.9979,0,12,12
19:00:00,3,0,1,1,34.44,37.88,44,16.9979,53,480,533
3:00:00,1,0,1,1,9.02,10.605,69,19.0012,0,2,2
19:00:00,3,0,1,1,30.34,34.85,70,15.0013,71,323,394
2:00:00,4,0,0,1,18.86,22.725,59,12.998,17,39,56
5:00:00,3,0,0,1,27.06,31.06,74,0,7,10,17
20:00:00,3,0,0,1,31.16,34.85,55,12.998,101,167,268
20:00:00,2,0,0,1,31.16,33.335,35,15.0013,125,238,363
22:00:00,3,0,0,1,26.24,29.545,78,0,49,126,175
5:00:00,4,0,0,2,13.12,15.15,49,16.9979,1,8,9
23:00:00,4,0,1,2,22.96,26.515,83,19.0012,10,47,57
23:00:00,3,0,1,3,25.42,25.76,100,6.0032,0,26,26
0:00:00,4,0,1,1,16.4,20.455,87,0,0,24,24
7:00:00,2,0,1,2,20.5,24.24,39,12.998,10,408,418
4:00:00,4,0,1,1,12.3,15.91,70,7.0015,1,6,7
22:00:00,2,0,1,1,21.32,25,55,19.0012,9,81,90
20:00:00,2,0,1,1,29.52,32.575,32,8.9981,117,291,408
12:00:00,2,0,1,1,26.24,30.305,73,12.998,44,220,264
5:00:00,2,0,1,1,17.22,21.21,94,8.9981,2,27,29
9:00:00,3,0,0,2,28.7,33.335,84,0,88,144,232
4:00:00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
1:00:00,3,0,1,1,22.96,26.515,88,0,1,11,12
17:00:00,1,0,0,1,22.96,26.515,64,6.0032,233,308,541
16:00:00,2,0,1,1,27.88,31.06,22,23.9994,50,320,370
6:00:00,3,0,0,1,22.14,25.76,49,27.9993,6,27,33
8:00:00,4,0,0,1,10.66,12.88,70,12.998,14,87,101
7:00:00,4,0,1,2,23.78,27.275,68,22.0028,15,461,476
16:00:00,2,0,0,2,21.32,25,72,11.0014,135,153,288
1:00:00,2,0,1,1,21.32,25,83,11.0014,5,15,20
12:00:00,3,0,1,1,34.44,36.365,32,12.998,74,183,257
2:00:00,2,0,0,1,24.6,27.275,88,0,16,37,53
17:00:00,2,0,1,1,26.24,31.06,33,0,79,532,611
2:00:00,2,0,1,2,21.32,25,63,19.9995,9,7,16
14:00:00,4,0,1,1,22.96,26.515,37,11.0014,30,115,145
1:00:00,1,0,1,1,18.86,22.725,88,7.0015,0,15,15
23:00:00,2,0,1,1,13.94,15.15,57,19.9995,9,52,61
12:00:00,2,0,1,1,25.42,31.06,38,0,80,235,315
8:00:00,4,0,1,2,10.66,15.15,87,0,9,458,467
16:00:00,1,0,1,1,22.14,25.76,19,22.0028,27,112,139
19:00:00,1,0,1,1,4.92,4.545,28,27.9993,4,152,156
5:00:00,4,0,0,2,10.66,12.88,60,12.998,2,7,9
18:00:00,1,0,1,1,20.5,24.24,29,16.9979,28,391,419
16:00:00,2,0,1,1,32.8,37.88,55,15.0013,48,286,334
10:00:00,1,1,0,2,5.74,6.82,59,12.998,19,107,126
3:00:00,3,0,1,1,27.06,31.06,74,12.998,0,5,5
5:00:00,2,0,0,3,21.32,25,83,11.0014,1,10,11
5:00:00,3,0,1,1,28.7,33.335,79,6.0032,1,14,15
20:00:00,4,0,1,2,20.5,24.24,63,15.0013,34,272,306
20:00:00,2,0,1,1,22.14,25.76,64,8.9981,28,245,273
9:00:00,1,0,0,1,11.48,14.395,56,7.0015,7,38,45
12:00:00,3,0,0,1,39.36,43.18,31,23.9994,124,218,342
23:00:00,2,0,0,2,25.42,31.06,57,15.0013,17,57,74
18:00:00,1,0,1,1,27.06,31.06,44,19.0012,98,648,746
18:00:00,1,0,0,2,19.68,23.485,59,22.0028,37,115,152
22:00:00,1,0,1,3,13.94,16.665,87,12.998,0,49,49
12:00:00,3,0,1,2,31.16,36.365,70,19.0012,49,164,213
21:00:00,2,0,0,2,24.6,30.305,60,8.9981,74,156,230
6:00:00,4,0,0,2,18.04,21.97,54,12.998,4,19,23
15:00:00,2,0,1,1,22.96,26.515,26,32.9975,27,120,147
14:00:00,4,0,1,2,18.86,22.725,67,0,7,126,133
16:00:00,1,0,1,1,14.76,16.665,71,19.9995,8,95,103
18:00:00,2,0,0,2,27.88,31.82,44,23.9994,129,260,389
8:00:00,2,0,1,1,17.22,21.21,58,11.0014,21,316,337
9:00:00,4,1,0,1,18.04,21.97,88,7.0015,60,337,397
3:00:00,4,0,1,1,9.02,11.365,55,12.998,0,2,2
18:00:00,1,0,0,3,11.48,13.635,75,11.0014,6,58,64
12:00:00,2,0,1,1,25.42,30.305,69,15.0013,40,147,187
10:00:00,3,0,0,1,31.16,36.365,66,8.9981,141,241,382
8:00:00,4,0,1,2,10.66,12.12,60,19.0012,18,583,601
12:00:00,3,0,1,2,36.9,40.91,35,0,80,174,254
8:00:00,3,0,1,1,28.7,31.82,45,11.0014,29,361,390
2:00:00,4,0,1,1,18.86,22.725,72,0,6,6,12
7:00:00,1,0,0,2,9.84,12.12,75,11.0014,0,16,16
1:00:00,2,0,1,2,21.32,25,77,12.998,1,8,9
11:00:00,1,0,1,2,11.48,15.15,87,6.0032,5,47,52
12:00:00,2,0,1,1,18.04,21.97,33,0,66,210,276
6:00:00,2,0,0,2,20.5,24.24,77,12.998,5,31,36
20:00:00,3,0,0,2,26.24,30.305,73,12.998,61,213,274
18:00:00,4,0,0,2,13.94,18.18,76,0,42,255,297
11:00:00,1,0,0,2,16.4,20.455,76,15.0013,43,116,159
23:00:00,3,0,1,3,27.06,29.545,89,15.0013,3,62,65
13:00:00,3,0,1,2,30.34,34.85,70,7.0015,33,107,140
9:00:00,4,0,1,2,22.14,25.76,88,30.0026,14,183,197
2:00:00,2,0,0,1,18.04,21.97,24,15.0013,7,25,32
21:00:00,3,0,1,1,28.7,33.335,74,11.0014,55,246,301
20:00:00,1,0,1,3,9.84,12.12,87,8.9981,3,122,125
10:00:00,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
12:00:00,1,0,0,1,14.76,15.91,32,31.0009,58,94,152
13:00:00,4,0,0,2,16.4,20.455,82,22.0028,27,98,125
19:00:00,1,0,0,1,6.56,8.335,37,11.0014,9,101,110
17:00:00,2,0,1,1,26.24,30.305,23,16.9979,102,677,779
22:00:00,1,0,0,1,12.3,12.88,28,32.9975,2,42,44
1:00:00,3,0,0,2,26.24,30.305,69,16.9979,17,57,74
23:00:00,3,0,1,1,29.52,34.09,70,16.9979,25,152,177
1:00:00,4,0,1,3,18.04,21.97,88,43.0006,0,5,5
8:00:00,4,0,1,1,18.04,21.97,62,11.0014,20,437,457
3:00:00,1,0,0,2,6.56,11.365,59,0,1,7,8
17:00:00,3,0,1,1,31.98,37.12,59,22.0028,88,684,772
0:00:00,2,0,1,2,27.06,29.545,94,12.998,7,27,34
23:00:00,1,0,1,1,10.66,13.635,70,7.0015,3,74,77
19:00:00,1,0,1,1,12.3,14.395,33,15.0013,11,134,145
11:00:00,1,0,1,1,13.94,15.15,53,22.0028,8,65,73
21:00:00,2,0,0,1,21.32,25,34,15.0013,53,77,130
12:00:00,2,0,1,1,29.52,32.575,39,22.0028,89,280,369
18:00:00,3,0,1,1,31.16,34.09,48,8.9981,82,790,872
17:00:00,2,0,1,2,24.6,29.545,73,12.998,54,669,723
20:00:00,2,0,1,1,18.86,22.725,51,15.0013,15,126,141
6:00:00,1,0,0,2,14.76,18.18,93,6.0032,1,6,7
11:00:00,1,0,0,1,13.12,15.15,49,16.9979,28,89,117
11:00:00,4,0,0,1,23.78,27.275,56,0,176,221,397
10:00:00,4,0,1,1,18.86,22.725,82,12.998,26,130,156
12:00:00,2,0,1,2,21.32,25,88,12.998,53,170,223
22:00:00,4,0,0,3,14.76,18.18,81,6.0032,9,55,64
7:00:00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263
2:00:00,2,0,1,1,22.96,26.515,83,0,7,9,16
2:00:00,2,0,0,2,13.12,15.15,87,15.0013,2,15,17
3:00:00,1,0,1,1,14.76,16.665,87,16.9979,3,4,7
20:00:00,4,0,1,1,17.22,21.21,71,7.0015,11,198,209
5:00:00,4,0,0,2,18.04,21.97,54,8.9981,2,8,10
6:00:00,4,0,1,1,6.56,9.09,86,7.0015,0,68,68
19:00:00,3,0,1,1,30.34,34.09,62,19.0012,70,498,568
5:00:00,3,0,1,2,24.6,28.03,83,8.9981,0,20,20
18:00:00,2,0,1,1,31.16,33.335,31,8.9981,56,500,556
7:00:00,4,0,1,3,18.86,22.725,59,19.9995,9,389,398
10:00:00,4,0,1,1,21.32,25,52,0,24,105,129
3:00:00,1,0,1,2,10.66,15.15,52,0,0,3,3
15:00:00,2,0,1,1,19.68,23.485,51,27.9993,22,107,129
0:00:00,4,0,1,1,9.84,12.88,60,7.0015,1,18,19
16:00:00,4,0,0,1,13.12,14.395,31,26.0027,58,183,241
7:00:00,1,0,1,1,7.38,9.85,64,8.9981,9,119,128
16:00:00,4,0,1,1,24.6,31.06,53,8.9981,45,397,442
17:00:00,3,0,1,1,32.8,34.85,29,16.9979,96,486,582
23:00:00,1,0,1,1,9.84,11.365,65,15.0013,2,23,25
6:00:00,1,0,0,1,10.66,13.635,93,8.9981,1,1,2
15:00:00,1,0,1,1,17.22,21.21,38,19.9995,17,119,136
16:00:00,1,0,1,1,11.48,12.12,30,31.0009,18,215,233
1:00:00,4,0,1,1,16.4,20.455,82,8.9981,2,11,13
20:00:00,4,1,0,1,24.6,29.545,73,0,37,188,225
8:00:00,2,0,1,2,29.52,34.85,79,12.998,37,417,454
13:00:00,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
10:00:00,4,0,1,2,17.22,21.21,71,22.0028,19,115,134
21:00:00,2,0,1,1,26.24,30.305,73,12.998,63,330,393
17:00:00,2,0,1,1,20.5,24.24,29,19.0012,128,601,729
22:00:00,2,0,0,1,25.42,31.06,50,26.0027,61,165,226
4:00:00,3,0,1,1,29.52,34.09,70,8.9981,1,4,5
17:00:00,1,0,0,1,9.02,10.605,25,16.9979,15,131,146
10:00:00,3,0,1,1,30.34,34.85,70,15.0013,54,159,213
19:00:00,4,0,1,2,16.4,20.455,50,11.0014,28,424,452
9:00:00,2,0,0,1,22.96,26.515,43,11.0014,79,213,292
13:00:00,4,0,1,2,13.94,18.18,42,0,18,220,238
20:00:00,2,0,1,1,24.6,31.06,56,11.0014,60,237,297
12:00:00,3,0,1,1,32.8,37.12,52,19.0012,34,139,173
6:00:00,1,0,1,2,9.02,12.88,93,6.0032,0,32,32
13:00:00,2,0,1,1,22.96,26.515,37,15.0013,38,121,159
6:00:00,4,0,1,1,12.3,16.665,81,0,1,91,92
8:00:00,2,0,0,1,27.06,30.305,78,6.0032,28,103,131
17:00:00,4,0,1,1,13.12,14.395,42,26.0027,20,379,399
12:00:00,1,0,1,1,14.76,16.665,50,16.9979,23,168,191
2:00:00,4,0,1,1,15.58,19.695,76,0,4,12,16
19:00:00,3,0,1,1,31.16,36.365,66,15.0013,119,567,686
1:00:00,1,0,0,1,12.3,14.395,36,16.9979,1,50,51
8:00:00,2,0,1,2,10.66,12.12,87,16.9979,8,198,206
0:00:00,4,0,0,1,13.94,17.425,81,6.0032,14,110,124
8:00:00,2,0,1,2,22.14,25.76,73,19.9995,36,605,641
22:00:00,3,0,0,1,23.78,27.275,49,16.9979,64,125,189
4:00:00,1,0,1,1,6.56,7.575,55,16.9979,0,5,5
6:00:00,3,0,0,1,18.04,21.97,77,16.9979,2,10,12
7:00:00,3,0,0,1,20.5,24.24,77,7.0015,28,43,71
21:00:00,4,0,1,2,14.76,18.18,93,7.0015,9,162,171
14:00:00,3,0,1,3,29.52,33.335,54,16.9979,54,144,198
16:00:00,3,0,1,1,31.98,34.85,40,19.0012,88,325,413
1:00:00,3,0,0,1,28.7,32.575,61,8.9981,19,94,113
1:00:00,4,0,1,1,13.12,17.425,87,0,2,10,12
18:00:00,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
14:00:00,3,0,1,1,33.62,39.395,56,22.0028,32,106,138
21:00:00,3,0,0,1,26.24,29.545,78,6.0032,59,171,230
12:00:00,1,0,0,2,17.22,21.21,67,16.9979,47,252,299
16:00:00,2,0,0,2,31.16,34.09,48,0,121,257,378
21:00:00,3,0,0,1,22.96,26.515,52,7.0015,86,210,296
16:00:00,1,0,0,1,20.5,24.24,31,23.9994,208,301,509
9:00:00,3,0,1,1,30.34,34.09,58,8.9981,50,177,227
0:00:00,4,0,1,2,15.58,19.695,87,0,2,26,28
15:00:00,2,0,0,1,22.14,25.76,32,35.0008,179,209,388
6:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
20:00:00,2,0,1,1,27.06,31.06,61,11.0014,36,299,335
23:00:00,4,0,1,1,18.04,21.97,58,12.998,17,119,136
0:00:00,3,0,1,1,31.16,36.365,66,11.0014,8,45,53
23:00:00,1,0,1,1,22.96,26.515,56,8.9981,8,79,87
20:00:00,4,0,1,1,21.32,25,42,12.998,19,177,196
14:00:00,4,0,1,1,20.5,24.24,45,11.0014,40,132,172
7:00:00,1,0,1,1,7.38,9.85,59,8.9981,7,253,260
22:00:00,3,0,0,1,28.7,33.335,79,12.998,65,160,225
13:00:00,2,0,0,1,31.16,34.85,55,0,135,192,327
0:00:00,2,0,1,2,21.32,25,52,16.9979,10,28,38
7:00:00,4,0,1,1,18.04,21.97,77,11.0014,13,470,483
3:00:00,1,0,0,2,18.04,21.97,88,8.9981,3,15,18
10:00:00,1,0,1,3,12.3,14.395,87,16.9979,1,61,62
4:00:00,4,0,1,1,9.02,11.365,69,12.998,0,6,6
2:00:00,3,0,1,1,28.7,33.335,84,12.998,0,9,9
9:00:00,1,0,0,1,4.1,4.545,49,19.9995,3,60,63
19:00:00,3,0,1,1,27.88,31.82,74,16.9979,54,504,558
11:00:00,2,0,1,1,27.06,31.06,57,16.9979,60,168,228
6:00:00,1,0,1,1,12.3,16.665,70,0,4,88,92
2:00:00,4,0,1,2,15.58,19.695,94,7.0015,2,3,5
23:00:00,2,0,1,1,22.14,25.76,56,6.0032,20,93,113
21:00:00,2,0,1,1,22.14,25.76,60,0,32,202,234
17:00:00,2,0,1,3,31.16,34.09,40,12.998,85,467,552
5:00:00,4,0,1,2,12.3,14.395,42,15.0013,0,35,35
17:00:00,4,0,1,1,13.94,17.425,66,7.0015,10,352,362
11:00:00,1,0,1,1,13.12,15.15,53,19.9995,15,149,164
19:00:00,2,0,0,1,28.7,31.82,39,8.9981,203,229,432
14:00:00,3,0,1,2,31.16,35.605,58,15.0013,43,104,147
11:00:00,1,0,1,1,18.04,21.97,72,11.0014,31,82,113
3:00:00,3,0,1,1,27.06,31.06,74,15.0013,1,7,8
2:00:00,4,0,1,1,11.48,13.635,56,11.0014,5,4,9
3:00:00,3,0,1,1,25.42,31.06,53,11.0014,0,9,9
9:00:00,3,0,1,1,30.34,34.85,70,11.0014,25,154,179
22:00:00,3,0,1,3,25.42,25.76,100,6.0032,5,65,70
0:00:00,2,0,0,1,17.22,21.21,82,8.9981,10,76,86
11:00:00,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
14:00:00,4,0,1,1,14.76,17.425,43,8.9981,20,161,181
10:00:00,2,0,0,1,30.34,34.09,58,11.0014,91,173,264
6:00:00,4,0,0,2,10.66,12.12,56,19.0012,0,17,17
12:00:00,2,0,1,2,13.94,15.15,71,26.0027,6,32,38
16:00:00,3,0,1,1,29.52,33.335,48,0,60,238,298
11:00:00,3,0,1,1,30.34,33.335,51,15.0013,40,110,150
9:00:00,2,0,1,1,19.68,23.485,41,19.9995,34,288,322
14:00:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157
11:00:00,1,0,1,2,13.94,15.91,57,15.0013,27,51,78
21:00:00,4,0,1,2,18.04,21.97,100,12.998,6,108,114
18:00:00,1,0,1,2,18.04,21.97,54,15.0013,26,211,237
14:00:00,1,0,0,1,8.2,9.09,32,23.9994,25,163,188
0:00:00,3,0,1,1,28.7,33.335,74,8.9981,21,30,51
21:00:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
5:00:00,1,0,0,1,9.84,12.88,81,6.0032,1,3,4
17:00:00,3,0,1,1,37.72,42.425,35,11.0014,114,575,689
20:00:00,3,0,0,3,27.06,29.545,89,27.9993,31,129,160
7:00:00,2,0,1,1,22.96,26.515,83,0,14,426,440
11:00:00,3,0,1,1,24.6,31.06,43,16.9979,44,203,247
12:00:00,3,0,1,2,31.98,34.85,43,0,69,223,292
14:00:00,1,0,0,1,14.76,16.665,34,23.9994,106,226,332
6:00:00,4,0,0,1,13.94,16.665,66,8.9981,5,18,23
4:00:00,3,0,0,2,27.88,31.82,89,7.0015,8,11,19
23:00:00,4,0,1,3,11.48,13.635,65,15.0013,3,37,40
0:00:00,4,0,1,2,22.96,26.515,73,0,1,30,31
21:00:00,1,0,1,1,21.32,25,55,26.0027,5,119,124
6:00:00,3,0,1,1,27.88,31.82,79,8.9981,8,132,140
13:00:00,4,0,1,1,22.14,25.76,49,11.0014,31,165,196
3:00:00,2,0,1,2,20.5,24.24,77,0,1,2,3
23:00:00,4,0,1,1,13.12,16.665,81,6.0032,20,142,162
14:00:00,2,0,0,1,24.6,31.06,49,0,126,240,366
21:00:00,4,0,1,1,20.5,24.24,68,0,22,144,166
5:00:00,4,0,0,1,12.3,14.395,61,12.998,0,11,11
10:00:00,1,0,0,1,10.66,11.365,35,27.9993,47,176,223
7:00:00,2,0,0,2,14.76,17.425,71,8.9981,29,55,84
17:00:00,1,0,1,1,18.86,22.725,63,30.0026,20,442,462
21:00:00,3,0,0,1,28.7,33.335,84,15.0013,69,200,269
13:00:00,2,0,0,1,27.88,31.82,36,19.0012,265,421,686
11:00:00,3,0,1,1,29.52,32.575,37,15.0013,38,110,148
5:00:00,3,0,1,1,27.88,31.82,83,6.0032,5,30,35
13:00:00,3,0,0,1,30.34,34.09,55,19.0012,131,239,370
21:00:00,2,0,1,1,29.52,34.09,70,8.9981,31,187,218
7:00:00,1,0,1,1,12.3,16.665,70,0,4,258,262
0:00:00,3,0,1,3,29.52,34.85,79,7.0015,11,32,43
11:00:00,4,0,1,1,18.86,22.725,63,7.0015,16,101,117
21:00:00,4,0,1,1,13.94,15.15,46,27.9993,14,184,198
11:00:00,1,0,1,1,9.02,9.09,47,31.0009,1,49,50
5:00:00,3,0,1,1,27.06,30.305,83,11.0014,2,35,37
16:00:00,1,1,0,1,10.66,11.365,35,27.9993,10,144,154
14:00:00,2,0,1,2,25.42,30.305,61,15.0013,43,148,191
14:00:00,4,0,0,1,22.14,25.76,37,0,280,347,627
21:00:00,2,0,1,1,17.22,21.21,47,12.998,25,209,234
3:00:00,2,0,0,2,21.32,25,59,8.9981,18,27,45
21:00:00,3,0,1,1,30.34,35.605,74,8.9981,47,194,241
0:00:00,4,0,1,1,13.94,18.18,87,0,1,14,15
1:00:00,3,0,1,1,27.06,31.06,74,7.0015,4,8,12
5:00:00,2,0,1,1,16.4,20.455,76,6.0032,0,16,16
21:00:00,4,0,1,1,12.3,13.635,49,23.9994,9,178,187
12:00:00,2,0,1,1,28.7,32.575,54,12.998,59,271,330
23:00:00,2,0,1,1,27.88,31.82,79,7.0015,18,72,90
17:00:00,2,0,1,1,29.52,33.335,54,8.9981,87,617,704
7:00:00,4,0,1,1,11.48,15.91,75,0,4,243,247
3:00:00,3,0,1,1,28.7,32.575,58,11.0014,1,3,4
18:00:00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
6:00:00,3,0,0,2,26.24,29.545,78,6.0032,6,29,35
6:00:00,3,0,1,1,25.42,28.03,88,7.0015,5,135,140
14:00:00,3,0,1,1,35.26,40.91,50,12.998,41,111,152
20:00:00,3,0,1,1,33.62,38.635,49,11.0014,65,440,505
11:00:00,4,0,1,1,18.86,22.725,67,11.0014,21,131,152
9:00:00,3,0,1,2,28.7,33.335,74,0,48,354,402
3:00:00,2,0,0,1,24.6,27.275,88,6.0032,4,16,20
18:00:00,1,0,1,1,13.94,16.665,31,11.0014,13,404,417
8:00:00,1,0,1,1,11.48,13.635,70,16.9979,15,244,259
2:00:00,2,0,1,1,14.76,17.425,76,8.9981,0,3,3
10:00:00,2,1,0,1,20.5,24.24,55,12.998,31,91,122
7:00:00,3,0,0,2,25.42,30.305,69,8.9981,12,29,41
20:00:00,3,0,1,1,28.7,31.82,42,15.0013,81,267,348
8:00:00,3,0,1,2,32.8,37.88,55,0,43,618,661
19:00:00,2,0,1,1,27.88,31.82,83,12.998,47,444,491
17:00:00,2,0,1,1,22.96,26.515,26,26.0027,66,467,533
2:00:00,4,0,0,1,18.86,22.725,88,0,20,35,55
18:00:00,4,0,1,1,20.5,24.24,68,6.0032,26,666,692
17:00:00,3,0,1,1,28.7,33.335,79,16.9979,54,451,505
9:00:00,3,0,0,1,28.7,32.575,48,15.0013,64,153,217
14:00:00,4,0,1,3,16.4,20.455,76,0,26,94,120
9:00:00,4,0,1,2,20.5,24.24,77,11.0014,41,346,387
14:00:00,2,0,1,1,19.68,23.485,29,26.0027,240,250,490
10:00:00,4,0,0,1,25.42,30.305,69,19.0012,198,341,539
4:00:00,3,0,0,2,25.42,30.305,65,11.0014,4,22,26
15:00:00,4,0,1,1,29.52,33.335,54,19.0012,77,248,325
18:00:00,1,1,0,1,10.66,12.12,33,16.9979,13,113,126
22:00:00,1,0,0,2,12.3,15.91,42,7.0015,0,26,26
8:00:00,2,1,0,2,22.96,26.515,83,11.0014,48,549,597
6:00:00,2,0,0,1,13.12,15.91,36,12.998,1,18,19
22:00:00,2,0,1,3,20.5,24.24,82,19.9995,11,68,79
5:00:00,1,0,1,1,7.38,9.09,51,15.0013,0,25,25
16:00:00,3,0,0,1,33.62,37.88,46,16.9979,143,278,421
2:00:00,1,0,0,1,5.74,10.605,80,0,2,13,15
16:00:00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
18:00:00,4,0,1,1,13.12,15.15,57,19.9995,20,477,497
11:00:00,2,0,0,1,29.52,34.09,62,8.9981,134,270,404
21:00:00,4,0,1,1,12.3,16.665,75,0,9,131,140
23:00:00,1,0,1,1,8.2,11.365,47,7.0015,4,34,38
20:00:00,4,0,0,1,9.02,12.12,55,7.0015,10,62,72
21:00:00,4,0,1,1,20.5,24.24,82,7.0015,28,173,201
16:00:00,1,0,1,1,21.32,25,27,31.0009,16,102,118
4:00:00,4,0,1,2,11.48,12.88,52,19.9995,0,9,9
5:00:00,4,0,0,2,14.76,18.18,93,7.0015,2,4,6
6:00:00,2,0,0,2,18.04,21.97,82,0,2,4,6
12:00:00,1,0,0,2,18.86,22.725,94,22.0028,10,69,79
4:00:00,1,0,1,1,13.94,16.665,61,12.998,0,3,3
11:00:00,3,0,1,3,24.6,25.76,94,0,1,9,10
10:00:00,4,0,1,2,16.4,20.455,76,12.998,12,98,110
0:00:00,1,0,1,1,11.48,12.88,65,19.0012,3,12,15
8:00:00,2,0,1,1,22.14,25.76,68,0,31,637,668
6:00:00,4,0,1,1,18.04,21.97,82,7.0015,5,112,117
21:00:00,4,0,1,1,14.76,16.665,57,16.9979,6,130,136
21:00:00,2,0,1,1,26.24,31.06,29,7.0015,51,196,247
10:00:00,2,0,1,1,31.98,35.605,52,0,23,88,111
22:00:00,1,0,0,1,9.84,12.88,44,6.0032,6,39,45
5:00:00,3,1,0,1,27.06,31.06,69,0,5,14,19
6:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
17:00:00,2,0,1,1,24.6,31.06,43,0,86,764,850
1:00:00,4,0,1,1,12.3,16.665,87,0,2,8,10
5:00:00,2,0,0,1,20.5,24.24,64,0,3,5,8
6:00:00,2,0,1,2,19.68,23.485,67,0,2,63,65
1:00:00,4,0,0,1,18.04,21.97,54,15.0013,29,80,109
18:00:00,3,0,1,2,33.62,12.12,38,16.9979,108,561,669
23:00:00,4,0,1,1,19.68,23.485,67,16.9979,5,91,96
17:00:00,1,0,1,1,13.94,15.91,49,15.0013,23,200,223
12:00:00,4,0,1,2,24.6,31.06,43,11.0014,61,262,323
8:00:00,3,0,1,1,25.42,29.545,73,8.9981,31,467,498
10:00:00,1,0,1,1,11.48,12.88,56,19.0012,15,114,129
3:00:00,2,0,0,2,25.42,30.305,65,11.0014,22,25,47
18:00:00,2,0,0,1,28.7,31.82,34,16.9979,153,343,496
5:00:00,3,0,1,1,21.32,25,83,0,3,54,57
21:00:00,3,0,1,1,22.96,26.515,60,7.0015,28,282,310
9:00:00,1,0,1,2,9.02,13.635,64,0,9,188,197
18:00:00,4,0,1,1,14.76,17.425,46,8.9981,23,432,455
15:00:00,1,0,1,1,24.6,31.06,35,19.0012,25,169,194
19:00:00,1,0,0,1,18.04,21.97,33,19.0012,38,116,154
11:00:00,2,0,1,1,26.24,29.545,78,12.998,38,186,224
5:00:00,2,0,1,1,25.42,28.03,88,0,0,21,21
16:00:00,3,0,1,1,30.34,34.85,70,15.0013,42,374,416
5:00:00,1,0,1,1,9.84,12.12,70,8.9981,0,8,8
8:00:00,2,0,1,1,22.96,26.515,88,19.0012,25,428,453
18:00:00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
7:00:00,4,0,1,2,21.32,25,88,6.0032,19,333,352
1:00:00,3,0,0,1,27.06,31.06,74,15.0013,32,84,116
13:00:00,3,0,1,2,29.52,33.335,48,6.0032,50,169,219
14:00:00,2,0,0,1,28.7,31.82,39,19.0012,282,346,628
14:00:00,3,0,0,2,39.36,43.18,30,8.9981,105,203,308
18:00:00,4,0,1,1,22.96,26.515,68,7.0015,58,512,570
21:00:00,3,0,1,1,30.34,34.85,66,16.9979,50,236,286
11:00:00,2,0,1,1,22.96,26.515,35,16.9979,88,203,291
19:00:00,3,0,1,2,24.6,27.275,88,19.9995,22,302,324
1:00:00,2,0,1,1,29.52,32.575,38,7.0015,3,12,15
9:00:00,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
19:00:00,2,0,1,1,19.68,23.485,23,19.9995,115,297,412
22:00:00,3,0,1,3,23.78,27.275,83,31.0009,14,137,151
10:00:00,1,0,0,1,9.02,10.605,41,16.9979,13,71,84
9:00:00,3,0,1,1,24.6,31.06,49,0,35,323,358
5:00:00,1,0,1,3,9.02,13.635,55,0,0,5,5
6:00:00,4,0,1,2,15.58,19.695,87,6.0032,2,64,66
1:00:00,3,0,1,1,27.88,31.82,82,8.9981,15,9,24
1:00:00,2,0,0,2,21.32,25,100,7.0015,4,43,47
